chr1	55429279	55429429	+	77.5	0	145.5	4.32E+01	0.00E+00	0.72
chr8	109539565	109539715	+	76.5	0	145	3.83E+01	3.74e-321	0.75
chr4	148442531	148442681	+	76.1	0	148.5	3.72E+01	8.73e-317	0.7
chr8	117520558	117520708	+	75.7	0	146.5	6.32E+01	0.00E+00	0.71
chr5	144170731	144170881	+	75.1	0	154.5	9.68E+01	0.00E+00	0.68
chr1	241519793	241519943	+	75	0	152.5	4.70E+01	0.00E+00	0.69
chr8	92966086	92966236	+	75	0	159.5	3.48E+01	1.50E-304	0.65
chr2	214810006	214810156	+	74.8	0	126	3.30E+01	2.89E-297	0.82
chr7	138002267	138002417	+	74.7	0	162	4.78E+01	0.00E+00	0.64
chr10	41859871	41860021	+	74.5	0	106.5	4.20E+01	1.48e-323	1.03
chr4	51842884	51843034	+	74.4	0	163	2.90E+01	7.66E-282	0.63
chr7	134316962	134317112	+	74	0	161	5.01E+01	0.00E+00	0.65
chr11	83156758	83156908	+	73.6	0	163	3.42E+01	3.45E-297	0.64
chr6	20401612	20401762	+	72.6	0	163.5	3.21E+01	2.25E-285	0.62
chr7	133082147	133082297	+	72.3	0	155.5	5.67E+01	0.00E+00	0.65
chr1	221742155	221742305	+	71.4	0	142.5	3.41E+01	5.52E-288	0.71
chr1	244048323	244048473	+	71.4	0	177.5	3.92E+01	4.94E-303	0.57
chr1	244652792	244652942	+	71.4	0	162.5	3.70E+01	8.89E-297	0.62
chr8	25458523	25458673	+	70.9	0	162.5	3.71E+01	1.79E-294	0.61
chr12	114684422	114684572	+	70.9	0	145	2.73E+01	1.19E-261	0.69
chr1	209747831	209747981	+	70.2	0	139	5.58E+01	0.00E+00	0.72
chr8	134832470	134832620	+	69.8	0	160	2.71E+01	6.00E-257	0.62
chr12	113773640	113773790	+	69.8	0	141.5	5.84E+01	0.00E+00	0.7
chr7	38178080	38178230	+	68.7	0	146	5.60E+01	0.00E+00	0.67
chr16	78099390	78099540	+	68.6	0	142	3.35E+01	7.43E-275	0.69
chr5	151252969	151253119	+	68.3	0	146.5	4.92E+01	8.11e-314	0.67
chr1	244451981	244452131	+	67.7	0	152.5	4.02E+01	1.99E-290	0.67
chr8	73972279	73972429	+	66.6	0	148	3.70E+01	3.02E-277	0.66
chr15	100342054	100342204	+	66.2	0	144	4.26E+01	7.40E-289	0.68
chr1	248838161	248838311	+	65.8	0	153.5	1.79E+01	6.43E-202	0.64
chr2	132416571	132416721	+	65.8	0	136	3.06E+01	9.02E-255	0.71
chr7	124929886	124930036	+	65.7	0	152	6.42E+01	0.00E+00	0.63
chr2	162343904	162344054	+	65.5	0	143.5	4.49E+01	6.39E-292	0.68
chr12	127126079	127126229	+	65.4	0	123	2.52E+01	1.64E-233	0.79
chr8	133572002	133572152	+	65.2	0	144.5	1.37E+01	1.54E-174	0.66
chr16	84014342	84014492	+	65.1	0	147	2.38E+01	1.07E-226	0.67
chr4	9691768	9691918	+	64.4	0	129	4.73E+01	2.88E-292	0.74
chr3	139677878	139678028	+	64.1	0	134	5.68E+01	0.00E+00	0.71
chr5	167699549	167699699	+	63.6	0	134	5.41E+01	1.43E-301	0.71
chr7	138460022	138460172	+	63.6	0	136	2.42E+01	1.15E-223	0.7
chr10	99430645	99430795	+	63.6	0	137.5	2.75E+01	6.10E-236	0.68
chr10	99620686	99620836	+	63.6	0	153.5	2.14E+01	6.70E-212	0.61
chr2	676828	676978	+	63	0	132	2.46E+01	2.30E-223	0.72
chr3	75435331	75435481	+	63	0	138	1.58E+01	4.55E-182	0.69
chr11	4608207	4608357	+	62.9	0	126	5.52E+01	2.28E-299	0.75
chr2	740578	740728	+	62.7	0	142.5	2.57E+01	1.13E-226	0.66
chr4	165327445	165327595	+	62.7	0	145	4.08E+01	1.73E-270	0.65
chr19	52189714	52189864	+	62.6	0	136.5	3.64E+01	2.99E-258	0.68
chr2	15177160	15177310	+	62.5	0	132	6.70E+01	6.49e-317	0.72
chr11	125111747	125111897	+	62.5	0	144	4.28E+01	5.43E-274	0.65
chr15	88546488	88546638	+	62.5	0	136	4.00E+01	1.90E-267	0.7
chr8	106725968	106726118	+	62.3	0	140	1.25E+02	0.00E+00	0.67
chr1	38012520	38012670	+	61.9	0	125	5.32E+01	4.65E-292	0.75
chr3	33440548	33440698	+	61.9	0	134	3.17E+01	4.07E-243	0.7
chr14	81533981	81534131	+	61.8	0	151	3.82E+01	2.81E-259	0.63
chr7	7968599	7968749	+	61.6	0	127	5.82E+01	2.43E-299	0.73
chr7	155230306	155230456	+	61.6	0	147	6.89E+01	2.12e-315	0.63
chr5	163437375	163437525	+	61.2	0	132	4.03E+01	5.16E-262	0.7
chr11	106022347	106022497	+	61.2	0	136	4.69E+01	2.70E-276	0.67
chr5	108748812	108748962	+	61.1	0	142.5	5.09E+01	4.85E-284	0.65
chr5	137075279	137075429	+	61.1	0	133.5	6.42E+01	6.67E-306	0.7
chr17	56699624	56699774	+	60.9	0	134.5	3.97E+01	2.20E-259	0.7
chr9	101398641	101398791	+	60.5	0	133	5.34E+01	5.15E-286	0.69
chr5	146203422	146203572	+	59.8	0	142	6.10E+01	4.54E-294	0.65
chr5	160119569	160119719	+	59.8	0	133	3.22E+01	1.12E-235	0.69
chr1	247210837	247210987	+	59.7	0	136.5	6.29E+01	4.35E-297	0.66
chr3	8501650	8501800	+	59.4	0	121	4.52E+01	1.44E-265	0.75
chr3	36993128	36993278	+	59.4	0	125.5	2.83E+01	2.10E-223	0.73
chr10	119892554	119892704	+	59.4	0	128.5	4.13E+01	1.79E-257	0.7
chr16	53503352	53503502	+	59.1	0	133	3.12E+01	7.50E-231	0.68
chr17	55750964	55751114	+	59.1	0	132	3.64E+01	6.87E-245	0.68
chr16	81007122	81007272	+	58.6	0	119	2.99E+01	5.92E-225	0.76
chr8	106270158	106270308	+	58	0	129.5	3.53E+01	1.63E-237	0.69
chr16	77190750	77190900	+	58	0	128.5	4.00E+01	1.66E-248	0.71
chr2	3558450	3558600	+	57.7	0	134.5	4.99E+01	7.22E-267	0.66
chr2	148881709	148881859	+	57.6	0	75	3.45E+02	0.00E+00	1.18
chr14	95534772	95534922	+	57.6	0	133	3.49E+01	4.37E-234	0.67
chr3	66998121	66998271	+	57.3	0	130	4.61E+01	2.65E-257	0.68
chr4	9152633	9152783	+	57.3	0	131	2.14E+01	7.41E-191	0.68
chr10	104269007	104269157	+	57.3	0	118.5	7.04E+01	1.60E-294	0.75
chr4	474199	474349	+	57.2	0	136	5.70E+01	5.04E-276	0.66
chr1	3900728	3900878	+	57.1	0	153.5	1.37E+01	2.99E-152	0.59
chr1	159780734	159780884	+	57.1	0	115.5	3.35E+01	2.79E-228	0.77
chr16	50741864	50742014	+	57.1	0	120	6.13E+01	5.74E-281	0.73
chr12	108515090	108515240	+	56.9	0	134.5	4.36E+01	2.62E-251	0.66
chr2	216777779	216777929	+	56.8	0	120.5	8.19E+01	7.72E-305	0.73
chr3	93979987	93980137	+	56.8	0	130	5.61E+01	8.73E-272	0.69
chr5	49601525	49601675	+	56.8	0	114	1.63E+01	3.28E-166	0.78
chr8	85220431	85220581	+	56.6	0	118	3.42E+01	3.89E-229	0.75
chr3	38025022	38025172	+	56.4	0	135.5	3.72E+01	2.23E-235	0.65
chr1	3901351	3901501	+	56.2	0	119.5	1.34E+01	3.06E-148	0.74
chr2	197453258	197453408	+	56.2	0	127.5	3.58E+01	1.56E-230	0.71
chr8	96235572	96235722	+	55.8	0	120	5.78E+01	1.40E-270	0.74
chr8	99495828	99495978	+	55.5	0	92.5	2.92E+02	0.00E+00	0.93
chr11	106077471	106077621	+	55.5	0	121	3.18E+01	1.28E-218	0.71
chr8	108443437	108443587	+	55.4	0	114.5	4.57E+01	6.84E-248	0.76
chr1	164558822	164558972	+	55	0	129.5	7.22E+01	1.69E-285	0.67
chr7	149028647	149028797	+	55	0	115.5	4.81E+01	4.55E-251	0.74
chr9	2015099	2015249	+	55	0	131	2.28E+01	5.12E-189	0.66
chr5	41904090	41904240	+	54.7	0	119	5.44E+01	4.00E-260	0.72
chr11	83286367	83286517	+	54.7	0	125.5	2.93E+01	1.09E-208	0.68
chr15	81324220	81324370	+	54.7	0	133.5	7.13E+01	6.13E-283	0.64
chr11	59615878	59616028	+	54.4	0	115.5	2.95E+01	4.57E-208	0.75
chr2	207166147	207166297	+	54.3	0	129.5	3.41E+01	1.00E-218	0.66
chr8	92965558	92965708	+	54.3	0	118	2.19E+01	1.97E-182	0.73
chr10	99659288	99659438	+	54.3	0	124	5.93E+01	1.56E-264	0.69
chr8	134892676	134892826	+	54.1	0	121	2.73E+01	1.21E-200	0.71
chr9	81689738	81689888	+	54.1	0	124	3.33E+01	5.36E-217	0.69
chr17	14300892	14301042	+	54.1	0	136	5.05E+01	2.05E-251	0.64
chr1	184754905	184755055	+	54	0	131.5	4.36E+01	9.04E-238	0.65
chr7	150379185	150379335	+	54	0	137	4.22E+01	5.22E-235	0.63
chr10	104809518	104809668	+	54	0	128	3.10E+01	9.77E-210	0.67
chr13	100674933	100675083	+	54	0	123.5	3.38E+01	5.62E-217	0.7
chr3	167735035	167735185	+	53.7	0	136.5	2.38E+01	2.48E-187	0.62
chr9	75088304	75088454	+	53.7	0	108.5	2.87E+01	2.24E-202	0.79
chr10	128629516	128629666	+	53.7	0	135	2.50E+01	1.69E-191	0.63
chr3	180602002	180602152	+	53.2	0	125	5.10E+01	6.85E-247	0.67
chr14	80941700	80941850	+	53.2	0	128.5	4.81E+01	4.33E-242	0.67
chr6	159762323	159762473	+	53	0	130	4.53E+01	2.05E-237	0.66
chr18	51197816	51197966	+	52.9	0	122.5	2.97E+01	4.54E-202	0.69
chr18	79679383	79679533	+	52.9	0	123.5	2.92E+01	7.54E-201	0.68
chr1	214603010	214603160	+	52.7	0	114	5.86E+01	5.12E-257	0.74
chr8	91070171	91070321	+	52.7	0	114	4.88E+01	2.77E-242	0.74
chr1	236097276	236097426	+	51.9	0	141.5	1.42E+02	4.94e-324	0.59
chr3	66501110	66501260	+	51.9	0	128.5	5.36E+01	6.06E-246	0.66
chr14	105490959	105491109	+	51.9	0	115	2.24E+01	4.15E-177	0.73
chr1	247008054	247008204	+	51.6	0	108.5	5.55E+01	2.15E-247	0.77
chr2	1593951	1594101	+	51.6	0	119.5	3.12E+01	4.59E-202	0.69
chr2	207529906	207530056	+	51.2	0	133	3.16E+01	1.42E-200	0.63
chr8	119873601	119873751	+	50.9	0	109.5	4.47E+01	2.30E-226	0.75
chr21	14383207	14383357	+	50.9	0	127	3.96E+01	5.12E-217	0.64
chr1	48472181	48472331	+	50.8	0	109	3.40E+01	1.84E-205	0.78
chr5	49658609	49658759	+	50.8	0	108	1.36E+01	4.03E-136	0.75
chr1	230978888	230979038	+	50.5	0	110.5	4.51E+01	5.13E-226	0.73
chr5	148383801	148383951	+	50.5	0	118.5	5.99E+01	5.01E-248	0.69
chr7	149838190	149838340	+	50.4	0	123.5	4.11E+01	1.93E-217	0.67
chr1	65420321	65420471	+	50.1	0	121.5	3.59E+01	7.12E-206	0.67
chr6	159789680	159789830	+	50.1	0	128.5	2.35E+01	4.20E-174	0.63
chr8	102239134	102239284	+	49.8	0	126.5	2.28E+01	9.17E-171	0.64
chr2	41840837	41840987	+	49.7	0	108	4.84E+01	1.18E-227	0.76
chr8	118439796	118439946	+	49.7	0	105.5	5.79E+01	2.26E-241	0.76
chr11	82900422	82900572	+	49.6	0	107.5	2.81E+01	1.86E-185	0.76
chr15	101724413	101724563	+	49.6	0	114	3.80E+01	5.98E-208	0.71
chr17	60677690	60677840	+	49.6	0	118.5	3.45E+01	9.43E-201	0.68
chr21	8434092	8434242	+	49.6	0	93.5	3.07E+01	5.19E-192	0.88
chr7	25862298	25862448	+	49.4	0	115	2.55E+01	2.64E-178	0.7
chr10	98415121	98415271	+	49.4	0	116.5	5.04E+01	1.77E-229	0.69
chr18	57210421	57210571	+	49.4	0	104.5	4.88E+01	4.56E-227	0.77
chr3	5699424	5699574	+	49.3	0	106	3.87E+01	3.25E-208	0.76
chr11	133956994	133957144	+	49.3	0	118.5	4.51E+01	1.23E-219	0.68
chr14	32484731	32484881	+	49.3	0	68.5	1.68E+01	1.23E-146	1.19
chr3	5187539	5187689	+	49.1	0	109.5	3.27E+01	6.94E-196	0.73
chr7	158704921	158705071	+	49.1	0	116	4.98E+01	2.73E-227	0.69
chr2	893469	893619	+	49	0	119.5	6.86E+01	7.04E-250	0.67
chr8	133297310	133297460	+	49	0	109	1.70E+01	9.00E-147	0.73
chr5	151745355	151745505	+	48.9	0	115	2.49E+01	1.84E-174	0.7
chr6	166999221	166999371	+	48.9	0	117	2.52E+01	2.05E-175	0.69
chr10	104937673	104937823	+	48.9	0	110.5	4.36E+01	3.98E-216	0.72
chr17	51372750	51372900	+	48.9	0	119.5	5.23E+01	1.02E-229	0.68
chr7	112206460	112206610	+	48.6	0	119.5	2.93E+01	1.45E-185	0.67
chr2	217434205	217434355	+	48.4	0	107.5	9.43E+01	7.79E-271	0.74
chr3	4493218	4493368	+	48.4	0	114	3.30E+01	5.13E-193	0.7
chr5	146446898	146447048	+	48.4	0	123	3.05E+01	3.07E-187	0.66
chr8	96645224	96645374	+	48.4	0	121.5	3.67E+01	1.05E-200	0.65
chr18	108370	108520	+	48.4	0	107.5	1.30E+01	5.84E-126	0.74
chr4	173334505	173334655	+	48.3	0	118	3.34E+01	5.66E-194	0.67
chr8	116766373	116766523	+	48.3	0	114	4.66E+01	1.20E-218	0.71
chr9	4792693	4792843	+	48.3	0	116	4.32E+01	5.46E-213	0.69
chr12	125237194	125237344	+	48.3	0	112.5	7.35E+01	2.05E-252	0.71
chr2	216412309	216412459	+	48.2	0	115.5	3.27E+01	4.43E-191	0.69
chr3	133573326	133573476	+	48.2	0	116	3.41E+01	3.57E-194	0.68
chr7	7640555	7640705	+	48	0	106.5	4.86E+01	2.33E-220	0.74
chr1	165598204	165598354	+	47.9	0	107	4.60E+01	7.23E-215	0.73
chr11	134253398	134253548	+	47.9	0	122.5	5.42E+01	6.00E-227	0.64
chr16	46390455	46390605	+	47.9	0	119	7.09E+00	3.63E-84	0.67
chr15	100602262	100602412	+	47.6	0	106.5	3.24E+01	2.90E-188	0.74
chr3	25664921	25665071	+	47.5	0	105	5.07E+01	5.53E-221	0.75
chr4	173252367	173252517	+	47.5	0	120.5	6.12E+01	1.04E-234	0.65
chr7	2844430	2844580	+	47.5	0	125	4.64E+01	1.52E-214	0.63
chr11	83071902	83072052	+	47.5	0	124.5	6.55E+01	1.18E-239	0.62
chr12	116738122	116738272	+	47.5	0	114	4.63E+01	2.15E-214	0.68
chr15	94231307	94231457	+	47.3	0	118.5	3.00E+01	8.49E-182	0.67
chr16	71289423	71289573	+	47.2	0	103	5.33E+01	2.60E-223	0.75
chr17	54900677	54900827	+	46.9	0	118	3.80E+01	9.30E-198	0.67
chr1	33472490	33472640	+	46.8	0	123	3.37E+01	7.98E-188	0.65
chr3	38165108	38165258	+	46.8	0	105.5	2.80E+01	1.01E-174	0.73
chr4	129093572	129093722	+	46.8	0	104.5	4.11E+01	7.01E-202	0.74
chr8	140309733	140309883	+	46.8	0	118.5	4.23E+01	5.01E-204	0.65
chr7	30284359	30284509	+	46.6	0	103	5.18E+01	1.12E-218	0.74
chr15	92882417	92882567	+	46.6	0	112	6.00E+01	3.66E-229	0.69
chr2	229273813	229273963	+	46.5	0	114	6.98E+01	1.72E-238	0.67
chr5	146182631	146182781	+	46.5	0	122.5	4.78E+01	1.67E-211	0.64
chr6	159790333	159790483	+	46.5	0	114	2.13E+01	7.58E-155	0.67
chr16	83807883	83808033	+	46.5	0	103.5	3.86E+01	2.58E-196	0.74
chr10	37976651	37976801	+	46.4	0	101	3.53E+01	3.74E-190	0.77
chr11	19116994	19117144	+	46.4	0	104	4.41E+01	5.15E-206	0.75
chr1	182029670	182029820	+	46.2	0	118	2.52E+01	2.61E-165	0.65
chr12	132594052	132594202	+	46.2	0	116	8.89E+01	3.03E-254	0.67
chr2	3377882	3378032	+	46.1	0	111.5	2.04E+01	6.61E-151	0.68
chr5	5422205	5422355	+	46.1	0	114.5	3.49E+01	2.87E-188	0.68
chr10	124418991	124419141	+	46.1	0	115	2.88E+01	5.56E-175	0.68
chr18	14132497	14132647	+	45.9	0	110.5	1.14E+02	1.27E-270	0.71
chr1	209884775	209884925	+	45.8	0	108	6.81E+01	3.88E-234	0.71
chr6	166627404	166627554	+	45.8	0	123.5	2.84E+01	5.65E-173	0.62
chr7	135977357	135977507	+	45.8	0	99	5.70E+01	1.41E-221	0.77
chr9	78296965	78297115	+	45.8	0	100	6.19E+01	2.26E-227	0.77
chr10	127923047	127923197	+	45.8	0	100	4.25E+01	6.41E-201	0.78
chr11	126062920	126063070	+	45.8	0	103.5	2.87E+01	1.05E-173	0.75
chr14	96797200	96797350	+	45.8	0	119.5	6.26E+01	3.50E-228	0.64
chr14	89954775	89954925	+	45.5	0	108	2.51E+01	2.20E-163	0.72
chr3	130111962	130112112	+	45.4	0	114	1.67E+01	8.54E-135	0.68
chr10	124153126	124153276	+	45.4	0	114	1.96E+01	1.47E-145	0.68
chr10	104232331	104232481	+	45.3	0	100.5	8.27E+01	8.31E-245	0.76
chr11	113690785	113690935	+	45.3	0	107.5	4.25E+01	1.75E-198	0.72
chr14	99481177	99481327	+	45.1	0	124	2.57E+01	6.53E-163	0.62
chr16	72093680	72093830	+	45.1	0	111	4.79E+01	2.88E-205	0.68
chr2	17830747	17830897	+	45	0	95	7.47E+01	3.03E-236	0.8
chr7	108526153	108526303	+	45	0	118.5	2.64E+01	8.15E-165	0.67
chr8	139215311	139215461	+	45	0	120	1.84E+01	1.19E-140	0.63
chr10	122980321	122980471	+	45	0	101	3.08E+01	3.60E-175	0.75
chr12	128823979	128824129	+	45	0	107	2.77E+01	3.55E-168	0.71
chr7	112939930	112940080	+	44.8	0	113	4.66E+01	3.21E-202	0.68
chr8	133375579	133375729	+	44.8	0	120.5	4.49E+01	1.03E-199	0.63
chr11	14892235	14892385	+	44.8	0	116	3.51E+01	6.66E-183	0.66
chr20	41618435	41618585	+	44.8	0	112	6.57E+01	9.58E-226	0.67
chr1	209784621	209784771	+	44.7	0	117.5	7.32E+01	2.07E-233	0.64
chr2	8583924	8584074	+	44.7	0	108.5	5.06E+01	4.98E-208	0.69
chr3	3179725	3179875	+	44.6	0	102	5.07E+01	1.19E-206	0.76
chr8	98825986	98826136	+	44.6	0	95.5	5.84E+01	2.52E-216	0.81
chr2	207711444	207711594	+	44.4	0	113	5.09E+01	3.81E-207	0.66
chr8	139705845	139705995	+	44.4	0	100	2.79E+01	1.94E-166	0.76
chr2	24076435	24076585	+	44.3	0	95	2.52E+01	1.57E-158	0.8
chr12	113221272	113221422	+	44.1	0	115.5	2.74E+01	3.34E-164	0.65
chr13	95676906	95677056	+	44.1	0	104.5	4.05E+01	2.11E-190	0.73
chr17	55421965	55422115	+	44.1	0	107.5	3.49E+01	1.74E-180	0.7
chr1	185157034	185157184	+	44	0	110.5	4.01E+01	2.09E-188	0.67
chr19	56140707	56140857	+	44	0	108	3.76E+01	3.65E-184	0.69
chr8	93991627	93991777	+	43.9	0	120	4.03E+01	6.34E-189	0.62
chr20	13995348	13995498	+	43.9	0	109.5	3.26E+01	7.68E-175	0.68
chr1	33099427	33099577	+	43.7	0	114	3.46E+01	2.10E-177	0.66
chr2	117814552	117814702	+	43.6	0	96	3.92E+01	6.49E-186	0.76
chr2	197804446	197804596	+	43.6	0	113.5	5.38E+01	4.46E-207	0.65
chr9	101533689	101533839	+	43.6	0	107.5	3.47E+01	9.77E-178	0.69
chr10	16817502	16817652	+	43.6	0	113	4.82E+01	1.19E-199	0.66
chr5	154038828	154038978	+	43.4	0	114.5	6.65E+01	1.20E-219	0.65
chr3	19947031	19947181	+	43.3	0	109.5	3.49E+01	4.36E-177	0.67
chr3	38137121	38137271	+	43.3	0	108.5	3.11E+01	1.39E-169	0.69
chr10	98269549	98269699	+	43.3	0	111	1.69E+01	5.07E-130	0.67
chrX	11759446	11759596	+	43.3	0	101.5	4.89E+01	2.23E-199	0.72
chr2	128027362	128027512	+	43.2	0	110.5	2.73E+01	7.63E-160	0.67
chr3	190862711	190862861	+	43.2	0	103	4.83E+01	4.62E-197	0.73
chr8	140238408	140238558	+	43.2	0	108	2.88E+01	3.84E-163	0.68
chr16	81077171	81077321	+	43.2	0	102.5	3.35E+01	4.94E-173	0.74
chr5	33440777	33440927	+	43	0	103.5	3.59E+01	8.21E-178	0.71
chr8	138936283	138936433	+	43	0	92.5	4.10E+01	1.88E-186	0.8
chr11	125887495	125887645	+	43	0	107	2.83E+01	3.11E-162	0.68
chr1	209653157	209653307	+	42.9	0	102.5	1.98E+01	4.88E-138	0.72
chr7	33987391	33987541	+	42.9	0	100	5.51E+01	1.63E-204	0.74
chr10	120851234	120851384	+	42.9	0	111	4.85E+01	3.70E-196	0.67
chr11	78188664	78188814	+	42.9	0	116.5	4.05E+01	2.57E-184	0.63
chr6	4358755	4358905	+	42.8	0	100	4.00E+01	1.14E-183	0.73
chr9	100099045	100099195	+	42.8	0	107.5	3.94E+01	8.98E-183	0.67
chr13	94601692	94601842	+	42.8	0	105.5	3.97E+01	2.77E-183	0.69
chr5	141521357	141521507	+	42.6	0	107	1.84E+01	1.05E-132	0.68
chr8	66667307	66667457	+	42.6	0	103	4.53E+01	2.11E-190	0.71
chr11	134851893	134852043	+	42.6	0	109	9.12E+01	3.57E-236	0.66
chr5	137220571	137220721	+	42.5	0	107.5	6.13E+01	2.74E-210	0.68
chr9	119963409	119963559	+	42.5	0	116	2.51E+01	1.35E-152	0.62
chr2	135741557	135741707	+	42.3	0	96	3.76E+01	3.99E-177	0.76
chr2	196639511	196639661	+	42.3	0	96	5.11E+01	6.04E-197	0.76
chr3	180912314	180912464	+	42.3	0	106.5	5.46E+01	3.26E-201	0.68
chr10	114174245	114174395	+	42.3	0	108.5	5.77E+01	7.58E-205	0.67
chr4	18022072	18022222	+	42.2	0	108	1.98E+01	1.27E-136	0.69
chr7	133252894	133253044	+	42.1	0	106.5	5.77E+01	1.85E-203	0.67
chr8	56211412	56211562	+	42.1	0	93.5	3.00E+01	1.43E-161	0.77
chr10	74826383	74826533	+	42.1	0	111	2.86E+01	1.69E-158	0.65
chr11	124954023	124954173	+	42.1	0	109	5.42E+01	1.77E-199	0.66
chr15	92831891	92832041	+	42.1	0	107	6.63E+01	1.78E-212	0.68
chr2	14903880	14904030	+	41.9	0	104	6.98E+01	5.10E-216	0.69
chr3	136862020	136862170	+	41.9	0	110	4.47E+01	3.06E-187	0.66
chr11	82695809	82695959	+	41.9	0	104.5	5.90E+01	3.66E-205	0.69
chr15	89088178	89088328	+	41.9	0	97	5.06E+01	3.08E-195	0.74
chr16	83926783	83926933	+	41.9	0	86	3.99E+01	5.09E-180	0.84
chr1	38859724	38859874	+	41.8	0	99.5	5.51E+01	3.73E-199	0.74
chr10	126902239	126902389	+	41.8	0	94.5	1.64E+01	4.23E-123	0.76
chr1	246566255	246566405	+	41.6	0	103.5	2.82E+01	5.92E-157	0.7
chr6	98948057	98948207	+	41.6	0	103	3.81E+01	6.49E-176	0.73
chr6	155314621	155314771	+	41.5	0	111.5	3.27E+01	7.24E-165	0.64
chr7	96322126	96322276	+	41.5	0	106	3.42E+01	1.21E-167	0.67
chr8	103980621	103980771	+	41.5	0	112.5	3.56E+01	2.53E-170	0.64
chr18	74148368	74148518	+	41.5	0	105.5	3.62E+01	3.04E-171	0.68
chr10	127906881	127907031	+	41.4	0	98.5	2.47E+01	1.47E-147	0.72
chr8	74320494	74320644	+	41.2	0	112	2.88E+01	5.98E-156	0.64
chr12	126772433	126772583	+	41.2	0	107.5	4.19E+01	2.91E-179	0.66
chr16	84504681	84504831	+	41.2	0	110.5	3.15E+01	1.62E-161	0.65
chr1	247078769	247078919	+	41.1	0	105	6.75E+01	1.31E-209	0.68
chr2	17879235	17879385	+	41.1	0	111	2.80E+01	2.54E-154	0.64
chr14	96037900	96038050	+	41.1	0	110	3.43E+01	5.51E-167	0.65
chr8	131856868	131857018	+	41	0	111	2.71E+01	4.81E-151	0.64
chr10	110871760	110871910	+	41	0	104.5	3.90E+01	1.24E-173	0.68
